id,OBJECTID,Shape_Leng,Shape_Area,A1C_BPS,A1N_BPS,A2C_BPS,A2N_BPS,A1C_SIAK,A1N_SIAK,A2C_SIAK,A2N_SIAK,YEAR,Type,Hectares,A2TEXT,SquareKM,latitude,longitude
,133,0.14610905174,0.000794196569725,18,Lampung,1805,Lampung Tengah,18,Lampung,1802,Lampung Tengah,2017,Kabupaten,464935.85489,1805,4680.46748,-4.861295996142597,105.26464895154368
,134,0.223932310775,0.00217095735861,18,Lampung,1806,Lampung Utara,18,Lampung,1803,Lampung Utara,2017,Kabupaten,257057.08081,1806,2587.7733,-4.8092384007772715,104.80589388959835
,135,0.206033567387,0.00152227629955,18,Lampung,1807,Way Kanan,18,Lampung,1808,Way Kanan,2017,Kabupaten,367363.29289,1807,3698.23762,-4.516452442654987,104.61449008455077
,136,0.134014897584,0.000691097146856,18,Lampung,1808,Tulangbawang,18,Lampung,1805,Tulang Bawang,2017,Kabupaten,311071.57304,1808,3131.55842,-4.372762118777207,105.53193814337916
,137,0.0985544465782,0.000441443404195,18,Lampung,1809,Pesawaran,18,Lampung,1809,Pesawaran,2017,Kabupaten,137150.83744,1809,1380.66748,-5.473490391664825,105.11021856268846
,138,0.135908869939,0.00106537658014,18,Lampung,1810,Pringsewu,18,Lampung,1810,Pringsewu,2017,Kabupaten,60894.43118,1810,613.01286,-5.330844690947773,104.92001564808939
,139,0.151373822147,0.000640923192991,18,Lampung,1811,Mesuji,18,Lampung,1811,Mesuji,2017,Kabupaten,218699.48346,1811,2201.66145,-4.023735185270912,105.37787514073209
,140,0.15112738773,0.00103184048451,18,Lampung,1812,Tulang Bawang Barat,18,Lampung,1812,Tulang Bawang Barat,2017,Kabupaten,131425.65283,1812,1323.06117,-4.424818622660224,105.09205814161643
,141,0.0836043938406,0.00027258262415,18,Lampung,1813,Pesisir Barat,18,Lampung,1813,Pesisir Barat,2017,Kabupaten,270816.88855,1813,2726.25958,-5.382741983641269,104.20537179345924
,142,0.0519877596759,0.00011018227054,18,Lampung,1871,Kota Bandar Lampung,18,Lampung,1871,Bandar Lampung,2017,Kota,17737.57077,1871,178.56048,-5.415381895517418,105.2669385988425
,143,0.129510072081,0.000614319919935,18,Lampung,1872,Kota Metro,18,Lampung,1872,Metro,2017,Kota,7840.29654,1872,78.92715,-5.121824223284681,105.30644367746757
,144,0.31986189348,0.00235681433958,18,Lampung,1888,Danau,18,Lampung,1888,Danau,2017,,2911.88848,1888,29.31369,-4.919405157341443,103.90269316395177
,145,0.335988967606,0.00361247895412,19,Kepulauan Bangka Belitung,1901,Bangka,19,Kepulauan Bangka Belitung,1901,Bangka,2017,Kabupaten,301964.89582,1901,3039.97711,-1.9058874632590403,105.92123214732395
,146,0.220655720777,0.00137248703469,19,Kepulauan Bangka Belitung,1902,Belitung,19,Kepulauan Bangka Belitung,1902,Belitung,2017,Kabupaten,231748.81035,1902,2333.0675,-2.8699457931235886,107.71103164508766
,147,0.249461645547,0.00346688279889,19,Kepulauan Bangka Belitung,1903,Bangka Barat,19,Kepulauan Bangka Belitung,1905,Bangka Barat,2017,Kabupaten,289068.08886,1903,2910.14128,-1.8908612719881246,105.4894532118837
,148,0.522493193615,0.00567800259324,19,Kepulauan Bangka Belitung,1904,Bangka Tengah,19,Kepulauan Bangka Belitung,1904,Bangka Tengah,2017,Kabupaten,212951.81757,1904,2143.84418,-2.430082747186666,106.24331548128409
,149,0.512265220486,0.00833932647889,19,Kepulauan Bangka Belitung,1905,Bangka Selatan,19,Kepulauan Bangka Belitung,1903,Bangka Selatan,2017,Kabupaten,371502.31434,1905,3740.00184,-2.7709329136881147,106.34227155641581
,150,0.538384285085,0.0076383162209,19,Kepulauan Bangka Belitung,1906,Belitung Timur,19,Kepulauan Bangka Belitung,1906,Belitung Timur,2017,Kabupaten,256073.87034,1906,2577.95226,-2.9071138854292737,108.05237566338394
,151,0.0401230293026,5.08368581101e-05,19,Kepulauan Bangka Belitung,1971,Kota Pangkal Pinang,19,Kepulauan Bangka Belitung,1971,Pangkal Pinang,2017,Kota,10473.1944,1971,105.43683,-2.1106627011939825,106.11347204257815
,152,0.146512808392,0.000308099763115,21,Kepulauan Riau,2101,Karimun,21,Kepulauan Riau,2102,Karimun,2017,Kabupaten,92174.66118,2101,927.9574,0.8248069234958793,103.5309181577354
,153,0.120393373225,0.00024376072761,21,Kepulauan Riau,2102,Bintan,21,Kepulauan Riau,2101,Bintan,2017,Kabupaten,133661.98902,2102,1345.62519,1.0118816098152748,104.70326477772744
,154,0.0763785765567,0.00027859928755,21,Kepulauan Riau,2103,Natuna,21,Kepulauan Riau,2103,Natuna,2017,Kabupaten,199661.48313,2103,2010.01165,3.78591633308192,108.26479827469396
,155,0.699917639196,0.0108427059721,21,Kepulauan Riau,2104,Lingga,21,Kepulauan Riau,2104,Lingga,2017,Kabupaten,220761.3545,2104,2222.49121,-0.22455546346065228,104.5270897404966
,156,0.164044054809,0.00091924922007,21,Kepulauan Riau,2105,Kepulauan Anambas,21,Kepulauan Riau,2105,Kepulauan Anambas,2017,Kabupaten,63922.52726,2105,643.52079,3.0877655679007088,106.06522991654066
,157,0.274222431729,0.000385397590395,21,Kepulauan Riau,2171,Kota Batam,21,Kepulauan Riau,2171,B A T A M,2017,Kota,101127.46391,2171,1018.08815,0.9629040349339317,104.06368257786353
,158,0.486291788725,0.00260184469859,21,Kepulauan Riau,2172,Kota Tanjung Pinang,21,Kepulauan Riau,2172,Tanjung Pinang,2017,Kota,14831.49323,2172,149.31424,0.9202850708474918,104.48531304393364
,159,0.130127798518,9.23904062749e-05,31,DKI Jakarta,3101,Kepulauan Seribu,31,DKI Jakarta,3101,Kepulauan Seribu,2017,Kabupaten Administratif,1088.99346,3101,10.9626,-5.700152782565886,106.57935869589804
,160,0.0840718674883,0.00033590527548,31,DKI Jakarta,3171,Kota Jakarta Selatan,31,DKI Jakarta,3174,Jakarta Selatan,2017,Kota Administratif,14655.05609,3171,147.52645,-6.272679096723272,106.81001087226264
,161,0.0989179217595,0.000253369293695,31,DKI Jakarta,3172,Kota Jakarta Timur,31,DKI Jakarta,3175,Jakarta Timur,2017,Kota Administratif,18686.20631,3172,188.10647,-6.2553733597514904,106.9002684266986
,162,0.0786292260701,0.00027275602528,31,DKI Jakarta,3173,Kota Jakarta Pusat,31,DKI Jakarta,3171,Jakarta Pusat,2017,Kota Administratif,4844.50176,3173,48.76773,-6.181230062200074,106.83507605430538
,163,0.105879129738,0.000365858305015,31,DKI Jakarta,3174,Kota Jakarta Barat,31,DKI Jakarta,3173,Jakarta Barat,2017,Kota Administratif,12692.44591,3174,127.77,-6.1656090079237025,106.74840251328789
,164,0.151764153135,0.00092554466437,31,DKI Jakarta,3175,Kota Jakarta Utara,31,DKI Jakarta,3172,Jakarta Utara,2017,Kota Administratif,14187.05288,3175,142.81576,-6.129207395649956,106.86908008223146
,165,0.374383467127,0.00499357838609,32,Jawa Barat,3201,Bogor,32,Jawa Barat,3201,Bogor,2017,Kabupaten,303265.02377,3201,3052.82195,-6.55997941978981,106.76753078977681
,166,0.127819519188,0.0008725873508,32,Jawa Barat,3202,Sukabumi,32,Jawa Barat,3202,Sukabumi,2017,Kabupaten,422793.37497,3202,4255.99517,-7.07618754942622,106.70730771617455
,167,0.217310044443,0.00175489637727,32,Jawa Barat,3203,Cianjur,32,Jawa Barat,3203,Cianjur,2017,Kabupaten,364849.28959,3203,3672.70224,-7.133715972114234,107.1577635250869
,168,0.0856157454322,0.00026330088591,32,Jawa Barat,3204,Bandung,32,Jawa Barat,3204,Bandung,2017,Kabupaten,178150.91149,3204,1793.33212,-7.099968673022156,107.61084115489375
,169,0.384324967089,0.0046892479735,32,Jawa Barat,3205,Garut,32,Jawa Barat,3205,Garut,2017,Kabupaten,314044.56033,3205,3161.26312,-7.359556647876624,107.78886398924902
,170,0.199177165611,0.00183121980331,32,Jawa Barat,3206,Tasikmalaya,32,Jawa Barat,3206,Tasikmalaya,2017,Kabupaten,274161.17987,3206,2759.77418,-7.496705698995024,108.14129651563695
,172,0.0951564612479,0.000262455646995,32,Jawa Barat,3208,Kuningan,32,Jawa Barat,3208,Kuningan,2017,Kabupaten,120338.61764,3208,1211.37578,-7.00423329263941,108.56030045555096
,173,0.0688454333901,0.000118253606825,32,Jawa Barat,3209,Cirebon,32,Jawa Barat,3209,Cirebon,2017,Kabupaten,108319.75141,3209,1090.39697,-6.74563926084672,108.55156504690378
,174,0.146780532195,0.00076960187143,32,Jawa Barat,3210,Majalengka,32,Jawa Barat,3210,Majalengka,2017,Kabupaten,135971.49139,3210,1368.74958,-6.8158653596666285,108.25781163328081
,175,0.0656234211613,0.000144646551545,32,Jawa Barat,3211,Sumedang,32,Jawa Barat,3211,Sumedang,2017,Kabupaten,157968.6645,3211,1590.18255,-6.825065705775693,107.98085008608668
,176,0.0900798531328,0.0003088598096,32,Jawa Barat,3212,Indramayu,32,Jawa Barat,3212,Indramayu,2017,Kabupaten,210962.36623,3212,2123.66207,-6.448788182507655,108.16859149083888
,177,0.130933966475,0.00063648522801,32,Jawa Barat,3213,Subang,32,Jawa Barat,3213,Subang,2017,Kabupaten,219887.19835,3213,2213.50224,-6.483036604163266,107.73224588344131
,178,0.0785361925972,0.00022633527246,32,Jawa Barat,3214,Purwakarta,32,Jawa Barat,3214,Purwakarta,2017,Kabupaten,100198.54863,3214,1008.64928,-6.595016266157368,107.43220953453071
,179,0.210530096664,0.000905975492415,32,Jawa Barat,3215,Karawang,32,Jawa Barat,3215,Karawang,2017,Kabupaten,193702.73085,3215,1949.92698,-6.252023717395748,107.3542287175649
,180,0.107032247241,0.00043934335139,32,Jawa Barat,3216,Bekasi,32,Jawa Barat,3216,Bekasi,2017,Kabupaten,128283.19421,3216,1291.3762,-6.215388528000242,107.12065980466355
,181,0.129220544624,0.00084550181987,32,Jawa Barat,3217,Bandung Barat,32,Jawa Barat,3217,Bandung Barat,2017,Kabupaten,129550.23311,3217,1304.10743,-6.897055954169557,107.4149529293919
,182,0.192716147413,0.00113430629536,32,Jawa Barat,3218,Pangandaran,32,Jawa Barat,3218,Pangandaran,2017,Kabupaten,115346.62188,3218,1161.10274,-7.635621943855612,108.51884965656672
,183,0.127870595575,0.000446795288775,32,Jawa Barat,3271,Kota Bogor,32,Jawa Barat,3271,Bogor,2017,Kota,11322.30702,3271,113.97608,-6.5934530427987985,106.79956414833416
,184,0.0581193937155,8.2163752495e-05,32,Jawa Barat,3272,Kota Sukabumi,32,Jawa Barat,3272,Sukabumi,2017,Kota,4967.06867,3272,50.00055,-6.93987186159354,106.92433205514534
,185,0.0518656740286,9.5255105585e-05,32,Jawa Barat,3273,Kota Bandung,32,Jawa Barat,3273,Bandung,2017,Kota,17050.59013,3273,171.63835,-6.919135135270234,107.6366017133277
,186,0.127251323749,0.00056337249978,32,Jawa Barat,3274,Kota Cirebon,32,Jawa Barat,3274,Cirebon,2017,Kota,4033.16445,3274,40.59971,-6.74199069176132,108.55332894645562
,187,0.0962780658703,0.00036841158677,32,Jawa Barat,3275,Kota Bekasi,32,Jawa Barat,3275,Bekasi,2017,Kota,21666.81023,3275,218.11086,-6.2802306723969075,106.97568221083898
,188,0.11335912551,0.000320603546885,32,Jawa Barat,3276,Kota Depok,32,Jawa Barat,3276,Depok,2017,Kota,20222.52811,3276,203.57126,-6.396102174995955,106.81680806207645
,189,0.109704495376,0.00025540948106,32,Jawa Barat,3277,Kota Cimahi,32,Jawa Barat,3277,Cimahi,2017,Kota,4174.12525,3277,42.01852,-6.886495205865237,107.54358228548745
,190,0.110583981627,0.00032969617947,32,Jawa Barat,3278,Kota Tasikmalaya,32,Jawa Barat,3278,Tasikmalaya,2017,Kota,18697.23882,3278,188.21181,-7.360250810183055,108.2193545848017
,191,0.101206443668,0.000393289456665,32,Jawa Barat,3279,Kota Banjar,32,Jawa Barat,3279,Banjar,2017,Kota,13264.96689,3279,133.52893,-7.376302096784516,108.56650177267139
,192,1.54249347272,0.00469334846973,32,Jawa Barat,3288,Waduk Cirata,32,Jawa Barat,3288,Waduk Cirata,2017,,5817.78887,3288,58.56458,-6.737689508119021,107.29899968585191
,193,0.162352633718,0.000690124096405,33,Jawa Tengah,3301,Cilacap,33,Jawa Tengah,3301,Cilacap,2017,Kabupaten,238546.74959,3301,2401.27096,-7.490962972926563,108.89041296658067
,194,0.155064798498,0.00103551844547,33,Jawa Tengah,3302,Banyumas,33,Jawa Tengah,3302,Banyumas,2017,Kabupaten,141345.64172,3302,1422.82201,-7.45514503147709,109.17558000856032
,195,0.107627213039,0.00036650465948,33,Jawa Tengah,3303,Purbalingga,33,Jawa Tengah,3303,Purbalingga,2017,Kabupaten,82124.75093,3303,826.69237,-7.322916241641145,109.40731841207435
,196,0.0472740732245,8.5581834775e-05,33,Jawa Tengah,3304,Banjarnegara,33,Jawa Tengah,3304,Banjarnegara,2017,Kabupaten,116819.2845,3304,1175.93694,-7.351881908056216,109.65741934453622
,197,0.129354104015,0.0005248826565,33,Jawa Tengah,3305,Kebumen,33,Jawa Tengah,3305,Kebumen,2017,Kabupaten,135459.87187,3305,1363.56601,-7.655168808882135,109.61736034128553
,198,0.147089996823,0.00055850556943,33,Jawa Tengah,3306,Purworejo,33,Jawa Tengah,3306,Purworejo,2017,Kabupaten,110958.59292,3306,1116.92973,-7.699577291040891,109.96603744068975
,199,0.0910241650996,0.000422904457725,33,Jawa Tengah,3307,Wonosobo,33,Jawa Tengah,3307,Wonosobo,2017,Kabupaten,101058.60967,3307,1017.28347,-7.415535200090703,109.90722306999889
,200,0.096335155093,0.000494502640385,33,Jawa Tengah,3308,Magelang,33,Jawa Tengah,3308,Magelang,2017,Kabupaten,115070.50299,3308,1158.32801,-7.501579691939518,110.24673321887194
,201,0.132166376125,0.00048922757271,33,Jawa Tengah,3309,Boyolali,33,Jawa Tengah,3309,Boyolali,2017,Kabupaten,110602.68402,3309,1113.35661,-7.418562123472956,110.65065631607405
,202,0.0585335755411,9.85926014299e-05,33,Jawa Tengah,3310,Klaten,33,Jawa Tengah,3310,Klaten,2017,Kabupaten,71396.93159,3310,718.69502,-7.686395121198295,110.61989755589165
,203,0.0812395750481,0.00018465091458,33,Jawa Tengah,3311,Sukoharjo,33,Jawa Tengah,3311,Sukoharjo,2017,Kabupaten,50247.04217,3311,505.79632,-7.680857384229969,110.83462858664123
,204,0.134442572104,0.00081604616675,33,Jawa Tengah,3312,Wonogiri,33,Jawa Tengah,3312,Wonogiri,2017,Kabupaten,195972.54293,3312,1972.68217,-7.9202015951528315,111.00040370114164
,205,0.124855116614,0.00036539031164,33,Jawa Tengah,3313,Karanganyar,33,Jawa Tengah,3313,Karanganyar,2017,Kabupaten,81805.88964,3313,823.47539,-7.614457703677596,111.01926543165686
,206,0.0936544795347,0.000261500570905,33,Jawa Tengah,3314,Sragen,33,Jawa Tengah,3314,Sragen,2017,Kabupaten,99410.42907,3314,1000.69329,-7.387131166804866,110.97743516481191
,207,0.299468189167,0.00222150282517,33,Jawa Tengah,3315,Grobogan,33,Jawa Tengah,3315,Grobogan,2017,Kabupaten,206171.87747,3315,2075.40041,-7.116879665010258,110.92710077486869
,208,0.239058917741,0.00189372874379,33,Jawa Tengah,3316,Blora,33,Jawa Tengah,3316,Blora,2017,Kabupaten,197859.62218,3316,1991.72856,-7.075962401610758,111.38763651697356
,209,0.102920095381,0.000343949027335,33,Jawa Tengah,3317,Rembang,33,Jawa Tengah,3317,Rembang,2017,Kabupaten,105389.53343,3317,1060.89919,-6.775462804225791,111.46127490119797
,210,0.133589939484,0.00071437604356,33,Jawa Tengah,3318,Pati,33,Jawa Tengah,3318,Pati,2017,Kabupaten,160350.71808,3318,1614.16492,-6.743927220388302,111.0415158894135
,211,0.0478179539192,0.000106314472195,33,Jawa Tengah,3319,Kudus,33,Jawa Tengah,3319,Kudus,2017,Kabupaten,44166.00515,3319,444.59502,-6.789067975370961,110.86972203407196
,212,0.145861113519,0.00039930530102,33,Jawa Tengah,3320,Jepara,33,Jawa Tengah,3320,Jepara,2017,Kabupaten,103636.5988,3320,1043.25966,-6.548526503338319,110.76785783741848
,213,0.120711350031,0.00063264294928,33,Jawa Tengah,3321,Demak,33,Jawa Tengah,3321,Demak,2017,Kabupaten,101703.35675,3321,1023.78861,-6.910835809829076,110.6318500799114
,214,0.236546827427,0.000703690781435,33,Jawa Tengah,3322,Semarang,33,Jawa Tengah,3322,Semarang,2017,Kabupaten,102018.25881,3322,1026.94792,-7.272031283650321,110.47526529185171
,215,0.0453625769675,6.7335809995e-05,33,Jawa Tengah,3323,Temanggung,33,Jawa Tengah,3323,Temanggung,2017,Kabupaten,88693.26202,3323,892.81469,-7.2578589725762095,110.13563225523384
,216,0.14929029841,0.0003996198148,33,Jawa Tengah,3324,Kendal,33,Jawa Tengah,3324,Kendal,2017,Kabupaten,101661.09902,3324,1023.35957,-7.037666108341629,110.15611950560431
,217,0.165014173989,0.00110065786961,33,Jawa Tengah,3325,Batang,33,Jawa Tengah,3325,Batang,2017,Kabupaten,87220.51004,3325,877.99548,-7.0212670438715215,109.86149355725536
,218,0.0870470650935,0.00035858087577,33,Jawa Tengah,3326,Pekalongan,33,Jawa Tengah,3326,Pekalongan,2017,Kabupaten,90620.97531,3326,912.22496,-7.056829215030643,109.6204168941512
,219,0.0923476652423,0.000338425495715,33,Jawa Tengah,3327,Pemalang,33,Jawa Tengah,3327,Pemalang,2017,Kabupaten,115456.73745,3327,1162.23178,-7.036440934968002,109.39502282449541
,220,0.112500766002,0.000372388238665,33,Jawa Tengah,3328,Tegal,33,Jawa Tengah,3328,Tegal,2017,Kabupaten,100974.82033,3328,1016.45141,-7.031101954823329,109.15840497401197
,221,0.136108346384,0.000668802121375,33,Jawa Tengah,3329,Brebes,33,Jawa Tengah,3329,Brebes,2017,Kabupaten,178111.17844,3329,1792.93422,-7.058903017451165,108.92792084506812
,222,0.061819155235,0.00012615846471,33,Jawa Tengah,3371,Kota Magelang,33,Jawa Tengah,3371,Magelang,2017,Kota,1817.93023,3371,18.29975,-7.477141910537477,110.22013206136418
,223,0.0731230565064,0.000124889590775,33,Jawa Tengah,3372,Kota Surakarta,33,Jawa Tengah,3372,Surakarta,2017,Kota,4707.53401,3372,47.38712,-7.558081647131424,110.82338935232846
,224,0.116343098108,0.00029883726463,33,Jawa Tengah,3373,Kota Salatiga,33,Jawa Tengah,3373,Salatiga,2017,Kota,5395.86146,3373,54.31634,-7.33827127884699,110.49842771998922
,225,0.0772637285205,0.00019389375417,33,Jawa Tengah,3374,Kota Semarang,33,Jawa Tengah,3374,Semarang,2017,Kota,39148.49068,3374,394.0839,-7.020507440989723,110.38964817234185
,226,0.0721410284881,0.000103631067805,33,Jawa Tengah,3375,Kota Pekalongan,33,Jawa Tengah,3375,Pekalongan,2017,Kota,4629.65135,3375,46.60403,-6.893131821863905,109.67782058785632
,227,0.0461691052544,5.8726479935e-05,33,Jawa Tengah,3376,Kota Tegal,33,Jawa Tengah,3376,Tegal,2017,Kota,3949.73544,3376,39.75974,-6.8689354573083365,109.11565760376344
,228,1.95083427818,0.00243480537862,33,Jawa Tengah,3388,Wadung Kedungombo,33,Jawa Tengah,3388,Wadung Kedungombo,2017,,3021.7207,3388,30.41758,-7.282944181324387,110.81464556911006
,229,0.333258309703,0.00154929253588,33,Jawa Tengah,3399,Hutan,33,Jawa Tengah,3399,Hutan,2017,,1922.25468,3399,19.35008,-7.167433261122551,110.35708493139799
,230,0.122827401833,0.000277183814285,34,Daerah Istimewa Yogyakarta,3401,Kulon Progo,34,Daerah Istimewa Yogyakarta,3401,Kulon Progo,2017,Kabupaten,58575.40609,3401,589.62868,-7.818871123551966,110.16740723580469
,231,0.165304516886,0.00106900757389,34,Daerah Istimewa Yogyakarta,3402,Bantul,34,Daerah Istimewa Yogyakarta,3402,Bantul,2017,Kabupaten,52549.76275,3402,528.97228,-7.901669178765105,110.35469212971462
,232,0.165044999555,0.00103398369922,34,Daerah Istimewa Yogyakarta,3403,Gunung Kidul,34,Daerah Istimewa Yogyakarta,3403,Gunung Kidul,2017,Kabupaten,150312.24785,3403,1513.0568,-7.994236619045601,110.61206092207425
,233,0.152124099225,0.00050087926174,34,Daerah Istimewa Yogyakarta,3404,Sleman,34,Daerah Istimewa Yogyakarta,3404,Sleman,2017,Kabupaten,58512.06493,3404,588.99299,-7.7154348316663315,110.38349097097276
,234,0.0482566111267,7.5277051865e-05,34,Daerah Istimewa Yogyakarta,3471,Kota Yogyakarta,34,Daerah Istimewa Yogyakarta,3471,Yogyakarta,2017,Kota,3351.91847,3471,33.74092,-7.803291505954964,110.37435371664128
,235,0.140512276054,0.000708802752525,35,Jawa Timur,3501,Pacitan,35,Jawa Timur,3501,Pacitan,2017,Kabupaten,144734.8567,3501,1456.90804,-8.126217614235411,111.17903272920844
,236,0.210423845197,0.00145324965746,35,Jawa Timur,3502,Ponorogo,35,Jawa Timur,3502,Ponorogo,2017,Kabupaten,144394.47946,3502,1453.49094,-7.931320121469852,111.49936570532776
,237,0.336980105741,0.0014412269652,35,Jawa Timur,3503,Trenggalek,35,Jawa Timur,3503,Trenggalek,2017,Kabupaten,127358.3435,3503,1281.99371,-8.161920885563308,111.62627063485301
,238,0.147618435897,0.00095085461415,35,Jawa Timur,3504,Tulungagung,35,Jawa Timur,3504,Tulungagung,2017,Kabupaten,117362.80642,3504,1181.38015,-8.113254812027218,111.88720203331584
,239,0.20257158905,0.00098005124699,35,Jawa Timur,3505,Blitar,35,Jawa Timur,3505,Blitar,2017,Kabupaten,178959.98594,3505,1801.4196,-8.130109025955555,112.23812949353373
,240,0.166135951947,0.00091989580044,35,Jawa Timur,3506,Kediri,35,Jawa Timur,3506,Kediri,2017,Kabupaten,155158.99104,3506,1561.8528,-7.8288714309496354,112.08963614951986
,241,0.365745703129,0.00218560199517,35,Jawa Timur,3507,Malang,35,Jawa Timur,3507,Malang,2017,Kabupaten,352688.01528,3507,3550.17431,-8.126856949210472,112.64107524720734
,242,0.137525817969,0.00064453786633,35,Jawa Timur,3508,Lumajang,35,Jawa Timur,3508,Lumajang,2017,Kabupaten,184705.60204,3508,1859.25554,-8.125301011033299,113.1375746506189
,243,0.174311749334,0.000906570035685,35,Jawa Timur,3509,Jember,35,Jawa Timur,3509,Jember,2017,Kabupaten,337526.21739,3509,3397.54282,-8.23597854587365,113.65569522626976
,244,0.714694661436,0.0155648940902,35,Jawa Timur,3510,Banyuwangi,35,Jawa Timur,3510,Banyuwangi,2017,Kabupaten,368043.15909,3510,3704.71057,-8.364926627973478,114.20552398840599
,245,0.321239073627,0.000970873519134,35,Jawa Timur,3511,Bondowoso,35,Jawa Timur,3511,Bondowoso,2017,Kabupaten,158553.00914,3511,1596.01164,-7.944023536737516,113.94755044463645
,246,0.243650477063,0.00190007311872,35,Jawa Timur,3512,Situbondo,35,Jawa Timur,3512,Situbondo,2017,Kabupaten,168901.03186,3512,1700.18365,-7.8013125242293615,114.05138036143671
,247,0.141581830498,0.000858520320165,35,Jawa Timur,3513,Probolinggo,35,Jawa Timur,3513,Probolinggo,2017,Kabupaten,175815.31391,3513,1769.78023,-7.866519918228999,113.32086685061878
,248,0.171235953612,0.00105098656544,35,Jawa Timur,3514,Pasuruan,35,Jawa Timur,3514,Pasuruan,2017,Kabupaten,151853.85617,3514,1528.58695,-7.742918212946321,112.83173971315628
,249,0.050018085146,9.00114869798e-05,35,Jawa Timur,3515,Sidoarjo,35,Jawa Timur,3515,Sidoarjo,2017,Kabupaten,73844.00203,3515,743.33301,-7.4520545825833695,112.70135722585869
,250,0.0422403604041,4.78873473998e-05,35,Jawa Timur,3516,Mojokerto,35,Jawa Timur,3516,Mojokerto,2017,Kabupaten,99110.28497,3516,997.66705,-7.54986741850465,112.48524902389521
,251,0.0982457097276,0.000277852222805,35,Jawa Timur,3517,Jombang,35,Jawa Timur,3517,Jombang,2017,Kabupaten,114004.88522,3517,1147.59971,-7.545102315024298,112.26512941136485
,252,0.288165475218,0.00254554260044,35,Jawa Timur,3518,Nganjuk,35,Jawa Timur,3518,Nganjuk,2017,Kabupaten,131305.24569,3518,1321.74706,-7.597422658443768,111.93843847465556
,253,0.107501295776,0.00034855781199,35,Jawa Timur,3519,Madiun,35,Jawa Timur,3519,Madiun,2017,Kabupaten,113739.29105,3519,1144.92341,-7.624222283603833,111.64571615360022
,254,0.169587595535,0.000860016097055,35,Jawa Timur,3520,Magetan,35,Jawa Timur,3520,Magetan,2017,Kabupaten,71458.5189,3520,719.3155,-7.662881128280901,111.35790237163866
,255,0.175158884453,0.00074816412072,35,Jawa Timur,3521,Ngawi,35,Jawa Timur,3521,Ngawi,2017,Kabupaten,141687.37444,3521,1426.26267,-7.4392385086508686,111.34309012110774
,256,0.258800567323,0.00207954174486,35,Jawa Timur,3522,Bojonegoro,35,Jawa Timur,3522,Bojonegoro,2017,Kabupaten,235116.96663,3522,2366.76258,-7.2554327702457195,111.80983737847163
,257,0.137455954583,0.000725484353995,35,Jawa Timur,3523,Tuban,35,Jawa Timur,3523,Tuban,2017,Kabupaten,200649.3061,3523,2019.81761,-6.953135827901162,111.89151235045122
,258,0.158930876868,0.00087935012494,35,Jawa Timur,3524,Lamongan,35,Jawa Timur,3524,Lamongan,2017,Kabupaten,177866.0812,3524,1790.46329,-7.131112465577127,112.30078098817832
,259,0.0889684024567,0.000363027583885,35,Jawa Timur,3525,Gresik,35,Jawa Timur,3525,Gresik,2017,Kabupaten,127131.38924,3525,1279.75661,-6.926869202614068,112.55814823396011
,260,0.0130647682523,8.16261544002e-06,35,Jawa Timur,3526,Bangkalan,35,Jawa Timur,3526,Bangkalan,2017,Kabupaten,132308.89224,3526,1331.87175,-7.044238270956218,112.92961853093335
,261,0.113112454963,0.000574557588695,35,Jawa Timur,3527,Sampang,35,Jawa Timur,3527,Sampang,2017,Kabupaten,124488.67046,3527,1253.15013,-7.051983810509522,113.25626662790758
,262,0.0522573479277,0.000111215432185,35,Jawa Timur,3528,Pamekasan,35,Jawa Timur,3528,Pamekasan,2017,Kabupaten,81026.19719,3528,815.6401,-7.065107508169855,113.50391466611609
,263,0.0658625609074,0.0001472024349,35,Jawa Timur,3529,Sumenep,35,Jawa Timur,3529,Sumenep,2017,Kabupaten,212087.76689,3529,2134.96078,-6.966833774395336,114.40501110021468
,264,0.0974263863431,0.0002920977177,35,Jawa Timur,3571,Kota Kediri,35,Jawa Timur,3571,Kediri,2017,Kota,7047.52667,3571,70.94143,-7.82630476705957,112.01383739813058
,265,0.0475023912664,8.56089319401e-05,35,Jawa Timur,3572,Kota Blitar,35,Jawa Timur,3572,Blitar,2017,Kota,3403.81439,3572,34.263,-8.095024174788081,112.16699674632439
,266,0.0639577881417,0.0002320697577,35,Jawa Timur,3573,Kota Malang,35,Jawa Timur,3573,Malang,2017,Kota,11209.57066,3573,112.83662,-7.978964473041325,112.63637975865777
,267,0.0619653887401,0.000149280891645,35,Jawa Timur,3574,Kota Probolinggo,35,Jawa Timur,3574,Probolinggo,2017,Kota,5595.40904,3574,56.32429,-7.774315119627388,113.20543201306671
,268,0.0705333316743,0.00014626186359,35,Jawa Timur,3575,Kota Pasuruan,35,Jawa Timur,3575,Pasuruan,2017,Kota,3962.75651,3575,39.8899,-7.649688955638756,112.91006798709493
,269,0.0534716683526,0.00012243890989,35,Jawa Timur,3576,Kota Mojokerto,35,Jawa Timur,3576,Mojokerto,2017,Kota,2055.5414,3576,20.6916,-7.471312683661175,112.43743635438446
,270,0.0627066491937,8.98001143899e-05,35,Jawa Timur,3577,Kota Madiun,35,Jawa Timur,3577,Madiun,2017,Kota,3524.1582,3577,35.47491,-7.627983262599412,111.52817621422015
