"Intercept","distance_center","road_width","y","yhat","residual","CV_Score","Stud_residual","Intercept_SE","distance_center_SE","road_width_SE","Intercept_TV","distance_center_TV","road_width_TV","Local_R2","coords.x1","coords.x2","longitude","latitude","dominant_variable"
26.1801538683646,-1.21187756313638,0.241974943268909,12.99,13.3840880238818,-0.394088023881791,0,-0.0570040296960459,1.29635498838449,0.107593343219665,0.0629856251872443,20.1952043251595,-11.2634994589041,3.84174869344495,0.418865796553237,689407.154938276,9322480.53161832,689407.154938276,9322480.53161832,"distance_center"
26.2270659833177,-1.21925301176529,0.249309231396816,17.68,19.363351040908,-1.68335104090796,0,-0.241488407065203,1.29461786250606,0.107851496397841,0.0629526101500942,20.2585386335923,-11.3049243866559,3.96026837969708,0.42909918977771,706500.117696518,9307960.41765916,706500.117696518,9307960.41765916,"distance_center"
26.8304337221185,-1.23774771808029,0.222713035286654,40.28,28.303234523268,11.976765476732,0,1.69959170598527,1.29543140371253,0.108113056324305,0.0630367631768091,20.7115819835972,-11.4486423764346,3.53306585019247,0.42575651170893,691168.197579617,9309778.0544865,691168.197579617,9309778.0544865,"distance_center"
26.5243022674805,-1.23019884379246,0.238379080242878,21.67,26.5140019907741,-4.84400199077407,0,-0.686156320721543,1.29182494608204,0.107714415896034,0.0628173868851157,20.5324276698059,-11.4209303699872,3.79479459530592,0.428476757100012,701518.89949494,9307052.95423233,701518.89949494,9307052.95423233,"distance_center"
26.1609265680317,-1.21931177137378,0.249132377638912,9.07,15.2658943893183,-6.19589438931833,0,-0.895618337611881,1.28975739323454,0.107603814314097,0.0627624189629491,20.2836027188211,-11.3314920957597,3.96945149271548,0.426272512699627,703237.102638288,9313011.16429035,703237.102638288,9313011.16429035,"distance_center"
26.2684764278482,-1.22156117889696,0.240244765830891,20.91,22.8053187120262,-1.89531871202618,0,-0.271211462370585,1.2967815923343,0.107469184543678,0.0630088984549832,20.2566697299913,-11.3666181062394,3.81287043134922,0.422211756420529,693835.55289941,9317961.63146652,693835.55289941,9317961.63146652,"distance_center"
26.8396475773311,-1.23581325168058,0.222471911095848,23,26.154046591199,-3.15404659119903,0,-0.446952027413878,1.29383900127866,0.108117028780614,0.0629648432597595,20.7441942550861,-11.430329390463,3.53327189552505,0.426416997044439,690032.399306763,9307654.80010629,690032.399306763,9307654.80010629,"distance_center"
26.0918492878021,-1.21350259789976,0.252553064635797,22.02,26.957720307243,-4.93772030724303,0,-0.700791631745158,1.29121699188393,0.107658496364154,0.0628160070432323,20.2071762157755,-11.2717773225729,4.02052082778806,0.427742654298344,706429.421537918,9311155.17464515,706429.421537918,9311155.17464515,"distance_center"
26.2569691036613,-1.21481447736954,0.239545407861086,24.47,17.3931566586527,7.07684334134729,0,1.01604232490044,1.29504168088301,0.107482075685227,0.062924143475473,20.2749992461697,-11.3024843409915,3.80689183245629,0.419509188282021,688239.970242359,9321362.51658171,688239.970242359,9321362.51658171,"distance_center"
26.7681130999323,-1.23523680763879,0.227584142752203,26.08,24.0740761879784,2.00592381202161,0,0.284720510028962,1.2914346145164,0.107903328988514,0.062833862104756,20.7274242141605,-11.4476246397392,3.62199831633423,0.427854944596034,696001.792241205,9305862.90993355,696001.792241205,9305862.90993355,"distance_center"
25.8278893205409,-1.19877104074008,0.25683910446321,29.2,22.8694110175536,6.33058898244642,0,0.897011093914523,1.29183015025803,0.108041430220568,0.0628555088920976,19.993254775314,-11.0954754883638,4.08618288182376,0.424005245603029,704256.681731548,9317374.24447323,704256.681731548,9317374.24447323,"distance_center"
26.3490899243882,-1.22567702774253,0.245206669842754,37.28,30.5524846268876,6.72751537311238,0,0.96294774826459,1.29495852795067,0.107921435857523,0.0629660773109162,20.3474392080238,-11.3571230590433,3.8942662512064,0.428446137386087,704051.352985927,9308492.11368744,704051.352985927,9308492.11368744,"distance_center"
25.7805298637839,-1.19284448983498,0.255379691682721,15.5,24.9368683283378,-9.43686832833776,0,-1.33669106375685,1.29246252870055,0.107951829640485,0.062872456643739,19.9468296304913,-11.049784832805,4.06186914454141,0.419234995247962,699383.541304891,9323363.41075336,699383.541304891,9323363.41075336,"distance_center"
26.80944216483,-1.23589666833403,0.223025775417225,26.9,28.7091906513185,-1.80919065131847,0,-0.257166840274349,1.29488238526295,0.108059488479961,0.0630033830521171,20.7041523384271,-11.4371878464261,3.53990158326476,0.425623539412176,689784.355864509,9309729.64255796,689784.355864509,9309729.64255796,"distance_center"
26.0584095364979,-1.20727376749782,0.245982058482752,17.23,16.0900428950439,1.13995710495606,0,0.16392526602261,1.29685252786082,0.107720443842088,0.0630214288761352,20.0935796296605,-11.2074711580989,3.90314949802574,0.418769402983901,692253.55126219,9323054.94161361,692253.55126219,9323054.94161361,"distance_center"
26.7181348466309,-1.23865694961008,0.226593793153437,10.63,15.1658361488638,-4.5358361488638,0,-0.647341291951667,1.29617981903582,0.107757501182615,0.0630486967574687,20.612984752768,-11.4948559127308,3.59394888089569,0.424729364271239,693135.622005829,9312756.81216839,693135.622005829,9312756.81216839,"distance_center"
26.803235610618,-1.23729313200015,0.223287478378821,19.58,15.0976176583047,4.48238234169527,0,0.6464822797785,1.29638038017397,0.108085868372696,0.0630695295201927,20.6754406503909,-11.4473163849114,3.54033841821084,0.425304105175997,690737.032771508,9310785.21619852,690737.032771508,9310785.21619852,"distance_center"
25.6501754897831,-1.1833580216645,0.261342871304745,25.85,26.9894203189477,-1.13942031894766,0,-0.161857735712059,1.28965896395934,0.107915460586641,0.0627441869609481,19.8891150347494,-10.9656022893441,4.16521249159551,0.418015817532783,709643.499480527,9324542.1279513,709643.499480527,9324542.1279513,"distance_center"
26.2314835858168,-1.22257682560264,0.241992606156568,13.04,20.1038427589525,-7.06384275895245,0,-1.00573666317762,1.29590263218766,0.107410735915835,0.0629864945609027,20.2418630337485,-11.3822590933613,3.84197609096315,0.422791122970682,695743.741135757,9317332.2125079,695743.741135757,9317332.2125079,"distance_center"
